chr,start,end,Dm,segregation_site,theta_pi,theta_s,geneid
7,1,59,-1.9081535265439,7,0.0167152842712294,0.0447579370111626,largedata/Dm/gene_CHH/chh_input/AC155434.2_FG001_chh.out
7,1,94,-2.55575658037548,19,0.0244557253622202,0.0911144076682971,largedata/Dm/gene_CHH/chh_input/AC155434.2_FG003_chh.out
7,1,1712,-2.56290577691795,123,0.0120848744923139,0.0386379364514717,largedata/Dm/gene_CHH/chh_input/AC155434.2_FG004_chh.out
7,1,73,-2.114844261641,4,0.00284667339159859,0.0164236552016055,largedata/Dm/gene_CHH/chh_input/AC155434.2_FG006_chh.out
5,1,1975,-2.97539133740053,100,0.00393843582389791,0.0200308819827724,largedata/Dm/gene_CHH/chh_input/AC155496.2_FG009_chh.out
3,1,111,-2.4867311417588,10,0.00560609850212146,0.0275868736632801,largedata/Dm/gene_CHH/chh_input/AC155610.2_FG007_chh.out
3,1,340,-2.4667099541841,19,0.00589002061835437,0.0207811509696303,largedata/Dm/gene_CHH/chh_input/AC155622.2_FG001_chh.out
3,1,257,-2.25264867692286,14,0.00615349469400769,0.0190979099321148,largedata/Dm/gene_CHH/chh_input/AC155622.2_FG004_chh.out
1,1,820,-2.66571098261036,51,0.00923164260810463,0.0335849339371002,largedata/Dm/gene_CHH/chh_input/AC155624.2_FG006_chh.out
1,1,449,-2.53185740125892,16,0.00233887297765576,0.010109775455033,largedata/Dm/gene_CHH/chh_input/AC155624.2_FG011_chh.out
5,1,58,-1.70137547398251,2,0.00179041722846119,0.0102981687470321,largedata/Dm/gene_CHH/chh_input/AC159612.1_FG007_chh.out
3,1,33,-1.30380064770946,1,0.00157321509596891,0.00904327311818826,largedata/Dm/gene_CHH/chh_input/AC165171.2_FG002_chh.out
2,1,60,-1.94628062176883,3,0.00259723508051456,0.0149736215315737,largedata/Dm/gene_CHH/chh_input/AC165178.2_FG004_chh.out
1,1,127,-1.94029315437455,9,0.00876168503259324,0.0233552375176323,largedata/Dm/gene_CHH/chh_input/AC166636.1_FG008_chh.out
1,1,578,-2.62648383414259,21,0.00270919916517511,0.0115972013179001,largedata/Dm/gene_CHH/chh_input/AC166636.1_FG009_chh.out
2,1,316,-2.50913543616527,68,0.0357592971548413,0.111374183533827,largedata/Dm/gene_CHH/chh_input/AC177833.2_FG001_chh.out
1,1,108,-2.1824770463571,8,0.00844440464676208,0.0281546532101118,largedata/Dm/gene_CHH/chh_input/AC177838.2_FG015_chh.out
2,1,33,-0.227006999377761,5,0.0532384251277139,0.0578267044892633,largedata/Dm/gene_CHH/chh_input/AC177844.2_FG003_chh.out
1,1,39,-2.55866217716794,9,0.0120579819579171,0.0717370517237495,largedata/Dm/gene_CHH/chh_input/AC177850.2_FG003_chh.out
1,1,31,-1.30406390454403,1,0.00167480325099507,0.0096300068045994,largedata/Dm/gene_CHH/chh_input/AC177850.2_FG005_chh.out
1,1,547,-2.53601612261663,15,0.00147611344873798,0.00694438730592799,largedata/Dm/gene_CHH/chh_input/AC177897.2_FG002_chh.out
1,1,407,-2.56759065673667,16,0.00224782453799453,0.0104758002378056,largedata/Dm/gene_CHH/chh_input/AC177899.2_FG009_chh.out
1,1,150,-1.9437129488359,31,0.0468179998973892,0.101553327924825,largedata/Dm/gene_CHH/chh_input/AC177899.2_FG012_chh.out
1,1,680,-0.19882404006767,63,0.0393968898769602,0.0416478683981246,largedata/Dm/gene_CHH/chh_input/AC177908.3_FG002_chh.out
2,1,377,-2.37197304164882,66,0.029261552427712,0.0820801392693778,largedata/Dm/gene_CHH/chh_input/AC177924.2_FG001_chh.out
1,1,258,-2.23315070831553,5,0.00100582527226776,0.00577253526152438,largedata/Dm/gene_CHH/chh_input/AC177936.6_FG008_chh.out
4,1,267,-2.66179914179697,57,0.0240181401951448,0.0880025818211842,largedata/Dm/gene_CHH/chh_input/AC182105.3_FG006_chh.out
3,1,168,-2.33192352176875,6,0.00185442410193687,0.0106682737289748,largedata/Dm/gene_CHH/chh_input/AC182482.3_FG003_chh.out
3,1,923,-2.7691638862842,56,0.00664900345720139,0.0271469505788933,largedata/Dm/gene_CHH/chh_input/AC182617.3_FG001_chh.out
3,1,139,-2.62227794923081,25,0.022540285275253,0.0853196202811667,largedata/Dm/gene_CHH/chh_input/AC183315.4_FG006_chh.out
3,1,38,-2.04751871127022,11,0.0449601394180204,0.118922983142721,largedata/Dm/gene_CHH/chh_input/AC183372.4_FG006_chh.out
2,1,621,-2.65373778826585,49,0.00984077636942869,0.0359109152593089,largedata/Dm/gene_CHH/chh_input/AC183412.5_FG005_chh.out
5,1,277,-2.68754860836847,34,0.0101388822100121,0.0414565202272116,largedata/Dm/gene_CHH/chh_input/AC183413.3_FG006_chh.out
3,1,28,-1.42711180446661,3,0.0125627499412285,0.0319529572621735,largedata/Dm/gene_CHH/chh_input/AC183509.1_FG001_chh.out
3,1,12,-1.44420554574449,11,0.244537143316509,0.430609099433075,largedata/Dm/gene_CHH/chh_input/AC183514.3_FG006_chh.out
5,1,127,-2.25140785090862,39,0.056413922273059,0.148172322752647,largedata/Dm/gene_CHH/chh_input/AC183817.2_FG002_chh.out
4,1,420,-2.38107602035835,96,0.039251429414352,0.109449779919325,largedata/Dm/gene_CHH/chh_input/AC183888.4_FG006_chh.out
3,1,574,-1.89356409547142,79,0.0327548603323121,0.0670550164255946,largedata/Dm/gene_CHH/chh_input/AC183915.4_FG001_chh.out
3,1,24,-0.848627563240391,8,0.112107215283863,0.152494434992055,largedata/Dm/gene_CHH/chh_input/AC183927.3_FG004_chh.out
5,1,190,-2.47252442494971,8,0.00218665846405484,0.0125915726005558,largedata/Dm/gene_CHH/chh_input/AC183932.3_FG007_chh.out
8,1,283,-2.35409005356286,7,0.00166876852497545,0.00807966765799158,largedata/Dm/gene_CHH/chh_input/AC183950.2_FG003_chh.out
8,1,176,-2.40940189599283,12,0.00499606432763139,0.0203337000759286,largedata/Dm/gene_CHH/chh_input/AC183950.2_FG004_chh.out
8,1,108,-1.06650850647101,6,0.0143270516723203,0.0222518270980055,largedata/Dm/gene_CHH/chh_input/AC183950.2_FG005_chh.out
4,1,222,-2.72136107033298,47,0.0240837033310765,0.094740721103768,largedata/Dm/gene_CHH/chh_input/AC183968.2_FG001_chh.out
3,1,31,-1.80649509558385,3,0.00669114982511271,0.0288607355916406,largedata/Dm/gene_CHH/chh_input/AC184112.4_FG010_chh.out
7,1,30,-1.70658037971673,2,0.00346463711162631,0.0200254986419408,largedata/Dm/gene_CHH/chh_input/AC184116.3_FG001_chh.out
4,1,254,-2.59425330486884,38,0.0205503185556507,0.0719325616035218,largedata/Dm/gene_CHH/chh_input/AC184130.4_FG012_chh.out
9,1,506,-1.72129293475173,61,0.0326419175140849,0.0612374370713925,largedata/Dm/gene_CHH/chh_input/AC184133.3_FG001_chh.out
3,1,116,-2.03117711093974,13,0.0188009497316915,0.0474479616167721,largedata/Dm/gene_CHH/chh_input/AC184164.2_FG004_chh.out
3,1,29,-2.24960694090509,7,0.0202433520761119,0.0819045512531578,largedata/Dm/gene_CHH/chh_input/AC184164.2_FG006_chh.out
4,1,275,-2.45943871689072,12,0.00239066750435412,0.0112257855734862,largedata/Dm/gene_CHH/chh_input/AC184169.3_FG001_chh.out
4,1,106,-2.00570827583368,16,0.0292247783885304,0.0696749520168435,largedata/Dm/gene_CHH/chh_input/AC184172.3_FG001_chh.out
3,1,168,-2.71265122469757,39,0.0243440195270552,0.0973819918020648,largedata/Dm/gene_CHH/chh_input/AC184699.3_FG005_chh.out
4,1,34,1.55343605949023,10,0.179333711487073,0.121407009739529,largedata/Dm/gene_CHH/chh_input/AC184764.3_FG006_chh.out
3,1,34,-2.1251732395378,7,0.0201755138121484,0.069859764304164,largedata/Dm/gene_CHH/chh_input/AC184775.2_FG002_chh.out
5,1,28,-2.21515498223231,11,0.0494806222467449,0.153233811715616,largedata/Dm/gene_CHH/chh_input/AC184788.2_FG001_chh.out
5,1,89,-1.62120999896616,30,0.0876278579720569,0.15959161606315,largedata/Dm/gene_CHH/chh_input/AC184789.4_FG002_chh.out
4,1,317,-2.49813511470574,13,0.00259396467012034,0.0116967019953075,largedata/Dm/gene_CHH/chh_input/AC184794.2_FG003_chh.out
1,1,392,-1.97163187477309,71,0.0406019118474966,0.0870918365820542,largedata/Dm/gene_CHH/chh_input/AC184871.2_FG009_chh.out
7,1,11,-1.93219968624122,4,0.028621908640488,0.113329904822113,largedata/Dm/gene_CHH/chh_input/AC185108.3_FG010_chh.out
4,1,119,-1.69861669759025,2,0.000872217895798633,0.00500388397911166,largedata/Dm/gene_CHH/chh_input/AC185126.3_FG006_chh.out
5,1,117,-1.58615236770942,13,0.0253408900894943,0.0478712970787433,largedata/Dm/gene_CHH/chh_input/AC185130.2_FG004_chh.out
5,1,277,-2.05612347178445,37,0.0266102924476818,0.0615393185348178,largedata/Dm/gene_CHH/chh_input/AC185130.2_FG005_chh.out
4,1,19,-1.71315121500917,2,0.00547679321142599,0.0318513848911705,largedata/Dm/gene_CHH/chh_input/AC185217.3_FG004_chh.out
4,1,117,-2.43834124997887,18,0.0134370326583085,0.0484472592711532,largedata/Dm/gene_CHH/chh_input/AC185217.3_FG007_chh.out
4,1,1691,-2.90482151495473,86,0.00425144344644517,0.0199280608307564,largedata/Dm/gene_CHH/chh_input/AC185226.4_FG001_chh.out
4,1,85,-1.79862675469242,4,0.0055535130701368,0.0168862147526241,largedata/Dm/gene_CHH/chh_input/AC185254.4_FG002_chh.out
5,1,22,-2.38743480884805,9,0.0327680330829355,0.139341207199297,largedata/Dm/gene_CHH/chh_input/AC185281.5_FG006_chh.out
4,1,127,-1.94191471333998,3,0.0012261396907572,0.00704128722653265,largedata/Dm/gene_CHH/chh_input/AC185300.4_FG002_chh.out
2,1,493,-2.5132563626913,14,0.00153637711304105,0.00722453898102445,largedata/Dm/gene_CHH/chh_input/AC185415.3_FG005_chh.out
5,1,20,-1.71223310456289,2,0.00520211503991446,0.0302278982528765,largedata/Dm/gene_CHH/chh_input/AC185427.5_FG004_chh.out
4,1,128,-2.35907590194712,25,0.0304804603911879,0.0904008748578322,largedata/Dm/gene_CHH/chh_input/AC185443.3_FG004_chh.out
4,1,228,-2.68755370342025,45,0.0265668233190873,0.100142868198983,largedata/Dm/gene_CHH/chh_input/AC185466.3_FG001_chh.out
4,1,70,-1.80649509558385,3,0.00296322349397849,0.0127811829048694,largedata/Dm/gene_CHH/chh_input/AC185471.3_FG005_chh.out
4,1,189,-1.99292695497814,34,0.0389359047195614,0.0867134753808527,largedata/Dm/gene_CHH/chh_input/AC185475.3_FG001_chh.out
4,1,24,-2.46525612035418,19,0.0953114607781367,0.328599175752101,largedata/Dm/gene_CHH/chh_input/AC185478.4_FG007_chh.out
4,1,72,-1.70032088106855,2,0.00144201360630999,0.00828601325695665,largedata/Dm/gene_CHH/chh_input/AC185501.3_FG006_chh.out
4,1,107,-1.9216137645333,26,0.0605981643879721,0.130298910155954,largedata/Dm/gene_CHH/chh_input/AC185522.2_FG002_chh.out
4,1,37,-2.3550274927873,14,0.0478053556921951,0.157324910002489,largedata/Dm/gene_CHH/chh_input/AC185530.2_FG004_chh.out
4,1,329,-2.3421694213692,60,0.0299289958769234,0.0825256133249239,largedata/Dm/gene_CHH/chh_input/AC185623.4_FG012_chh.out
5,1,50,1.00312848131434,25,0.280651609601827,0.218792814888408,largedata/Dm/gene_CHH/chh_input/AC185628.3_FG010_chh.out
2,1,66,-1.30178538184342,1,0.000786282480305913,0.00450979766737767,largedata/Dm/gene_CHH/chh_input/AC185655.3_FG004_chh.out
2,1,93,-1.96513549524966,4,0.00276804639451696,0.0123872358578664,largedata/Dm/gene_CHH/chh_input/AC185655.3_FG005_chh.out
7,1,48,-1.93219968624122,4,0.00655918739677849,0.0259714365217341,largedata/Dm/gene_CHH/chh_input/AC186013.3_FG001_chh.out
4,1,11,-0.595512005594191,3,0.0607389217796023,0.0813348003037144,largedata/Dm/gene_CHH/chh_input/AC186145.3_FG002_chh.out
4,1,95,-2.24002246541759,7,0.00428875511895372,0.0199012868155818,largedata/Dm/gene_CHH/chh_input/AC186147.3_FG008_chh.out
4,1,20,-1.69348906684418,4,0.0211871848210614,0.0617318068286357,largedata/Dm/gene_CHH/chh_input/AC186164.3_FG001_chh.out
1,1,91,-2.40980503278915,10,0.0109450749522246,0.0429792092486286,largedata/Dm/gene_CHH/chh_input/AC186189.3_FG004_chh.out
2,1,34,-2.07730146070575,9,0.0386180442382814,0.109362608307275,largedata/Dm/gene_CHH/chh_input/AC186195.4_FG001_chh.out
1,1,54,-1.65642055364469,6,0.019784275527835,0.0443158671357179,largedata/Dm/gene_CHH/chh_input/AC186233.3_FG007_chh.out
1,1,81,-1.4500535120756,19,0.0633654514162572,0.108208747964241,largedata/Dm/gene_CHH/chh_input/AC186284.3_FG007_chh.out
4,1,242,-2.56920088231726,10,0.00214595037230853,0.0123557120745501,largedata/Dm/gene_CHH/chh_input/AC186287.7_FG005_chh.out
4,1,237,-1.71093121860112,44,0.0465248269527063,0.0876289514018174,largedata/Dm/gene_CHH/chh_input/AC186310.4_FG004_chh.out
1,1,62,0.200518363204728,6,0.0445892708499485,0.0418266725151512,largedata/Dm/gene_CHH/chh_input/AC186322.4_FG003_chh.out
2,1,91,-2.30704422536237,26,0.0463229641187216,0.131268251764848,largedata/Dm/gene_CHH/chh_input/AC186337.3_FG003_chh.out
6,1,22,-1.37714699040977,5,0.0404552760911213,0.0794256790358691,largedata/Dm/gene_CHH/chh_input/AC186375.3_FG001_chh.out
8,1,75,-2.06327356531114,13,0.0243605662811661,0.0644283245380973,largedata/Dm/gene_CHH/chh_input/AC186404.3_FG002_chh.out
1,1,34,-1.41511005424045,3,0.0106532335610832,0.0266115567407639,largedata/Dm/gene_CHH/chh_input/AC186424.4_FG009_chh.out
8,1,1841,-2.65104689601951,369,0.0280453172719498,0.0954713602470482,largedata/Dm/gene_CHH/chh_input/AC186431.5_FG001_chh.out
6,1,24,-2.03344726203065,7,0.0407917433275337,0.119444508854742,largedata/Dm/gene_CHH/chh_input/AC186433.4_FG001_chh.out
7,1,251,-2.55736464796479,38,0.0202862868299204,0.0689004316963501,largedata/Dm/gene_CHH/chh_input/AC186493.4_FG002_chh.out
5,1,55,-2.08759432806048,9,0.0256235448590508,0.0720837660405853,largedata/Dm/gene_CHH/chh_input/AC186500.3_FG001_chh.out
4,1,22,-1.53178750031169,2,0.00710195349147772,0.0274319384298219,largedata/Dm/gene_CHH/chh_input/AC186512.3_FG007_chh.out
1,1,226,-2.39483056667237,21,0.0109571565187028,0.0352482786922501,largedata/Dm/gene_CHH/chh_input/AC186524.3_FG005_chh.out
6,1,27,-1.70781287988376,2,0.00385042971956847,0.0222811077366503,largedata/Dm/gene_CHH/chh_input/AC186577.3_FG006_chh.out
8,1,110,-2.74725573382842,16,0.00809412655773356,0.045967208877857,largedata/Dm/gene_CHH/chh_input/AC186579.3_FG007_chh.out
6,1,42,-2.12195746845999,4,0.00495367820185675,0.0287620563188001,largedata/Dm/gene_CHH/chh_input/AC186583.3_FG004_chh.out
6,1,68,-2.40948286322703,14,0.0179402498806973,0.0668014765721,largedata/Dm/gene_CHH/chh_input/AC186585.4_FG002_chh.out
1,1,51,-1.80649509558385,3,0.0040671695015391,0.017542800065507,largedata/Dm/gene_CHH/chh_input/AC186603.6_FG003_chh.out
8,1,70,-2.40795240637809,15,0.0304317683534454,0.101216615161403,largedata/Dm/gene_CHH/chh_input/AC186611.4_FG005_chh.out
6,1,14,-1.04167270041699,5,0.0780569731982772,0.124202430512338,largedata/Dm/gene_CHH/chh_input/AC186647.3_FG001_chh.out
1,1,45,-2.24002246541759,7,0.00905403858445785,0.0420138277217839,largedata/Dm/gene_CHH/chh_input/AC186656.4_FG012_chh.out
3,1,457,-2.85582752477675,46,0.00715019335596245,0.034218160091114,largedata/Dm/gene_CHH/chh_input/AC186669.3_FG002_chh.out
1,1,151,-2.49308686600056,14,0.00772683294652206,0.0313189900574115,largedata/Dm/gene_CHH/chh_input/AC186684.4_FG001_chh.out
4,1,14,-1.30949986150403,1,0.00371262650850502,0.0214747904815923,largedata/Dm/gene_CHH/chh_input/AC186743.4_FG003_chh.out
7,1,50,-1.68040666616376,7,0.0261346484996489,0.0573333642502762,largedata/Dm/gene_CHH/chh_input/AC186781.4_FG006_chh.out
7,1,285,-2.2704208456522,46,0.0303129138330697,0.0799222831114652,largedata/Dm/gene_CHH/chh_input/AC186782.4_FG003_chh.out
7,1,543,-2.68679200999132,49,0.0102415746343865,0.0388322963019363,largedata/Dm/gene_CHH/chh_input/AC186785.4_FG002_chh.out
8,1,960,-2.32626412476306,92,0.01767418736576,0.0473478019168095,largedata/Dm/gene_CHH/chh_input/AC186815.3_FG003_chh.out
1,1,14,-0.95350072733045,4,0.0654027974212608,0.101642514593208,largedata/Dm/gene_CHH/chh_input/AC186902.4_FG006_chh.out
2,1,102,-2.2689714689244,12,0.0161162959247914,0.0502756242121147,largedata/Dm/gene_CHH/chh_input/AC186904.4_FG007_chh.out
8,1,18,-1.30725934493737,1,0.00288627327964902,0.0166540582168525,largedata/Dm/gene_CHH/chh_input/AC187065.3_FG003_chh.out
7,1,293,-2.08014110993594,5,0.00104924887915462,0.0047848583256853,largedata/Dm/gene_CHH/chh_input/AC187072.4_FG002_chh.out
6,1,65,-0.335602441653492,9,0.048304605532161,0.0539931127437804,largedata/Dm/gene_CHH/chh_input/AC187080.3_FG006_chh.out
6,1,119,-2.25353827159622,24,0.0332084990776332,0.0911016737602473,largedata/Dm/gene_CHH/chh_input/AC187080.3_FG007_chh.out
7,1,16,-0.833612900078727,4,0.0655360796274889,0.0945772126519604,largedata/Dm/gene_CHH/chh_input/AC187082.3_FG003_chh.out
8,1,438,-2.17231309579568,98,0.0462429115413052,0.111333467955974,largedata/Dm/gene_CHH/chh_input/AC187086.3_FG004_chh.out
8,1,148,-2.43948331615907,38,0.0384608116549729,0.11757821430147,largedata/Dm/gene_CHH/chh_input/AC187096.5_FG001_chh.out
7,1,242,-2.19154081483326,9,0.00366526381518083,0.0124011542047692,largedata/Dm/gene_CHH/chh_input/AC187098.4_FG011_chh.out
8,1,300,-1.71034111346826,13,0.00947809720763081,0.0191908246045473,largedata/Dm/gene_CHH/chh_input/AC187157.4_FG002_chh.out
8,1,48,-2.11982119428888,4,0.00433291934699331,0.0251098051119964,largedata/Dm/gene_CHH/chh_input/AC187157.4_FG005_chh.out
7,1,20,-0.890375856691118,2,0.0178901819426897,0.031165723826081,largedata/Dm/gene_CHH/chh_input/AC187160.3_FG003_chh.out
2,1,16,-2.22276918646733,9,0.0658858181714845,0.218347860097812,largedata/Dm/gene_CHH/chh_input/AC187209.5_FG003_chh.out
2,1,147,-2.04780255457072,51,0.0667984781378224,0.151878925740139,largedata/Dm/gene_CHH/chh_input/AC187212.3_FG011_chh.out
6,1,26,-1.49894510551544,8,0.0712660886534043,0.134650268100555,largedata/Dm/gene_CHH/chh_input/AC187279.3_FG004_chh.out
8,1,104,-2.41145234452887,15,0.015206300631556,0.0535353354436052,largedata/Dm/gene_CHH/chh_input/AC187393.3_FG001_chh.out
10,1,111,-2.34122295784635,26,0.0380207604178286,0.110464090448101,largedata/Dm/gene_CHH/chh_input/AC187404.3_FG003_chh.out
8,1,320,-2.383744150922,53,0.0274020327596531,0.0782878464051654,largedata/Dm/gene_CHH/chh_input/AC187485.3_FG001_chh.out
8,1,283,-2.05919497032798,10,0.00368111565485012,0.0108202932036187,largedata/Dm/gene_CHH/chh_input/AC187551.3_FG002_chh.out
6,1,27,-1.97354189518323,10,0.0593163236362628,0.150981467135732,largedata/Dm/gene_CHH/chh_input/AC187567.4_FG004_chh.out
6,1,115,-0.730698068701632,37,0.116730170186452,0.146243925347146,largedata/Dm/gene_CHH/chh_input/AC187802.3_FG008_chh.out
9,1,187,-2.42930992369111,38,0.0298461368071028,0.0906486295713951,largedata/Dm/gene_CHH/chh_input/AC187809.3_FG005_chh.out
8,1,48,-2.11982119428888,4,0.00433291934699331,0.0251098051119964,largedata/Dm/gene_CHH/chh_input/AC187826.3_FG007_chh.out
10,1,21,-1.71140856273667,2,0.00495367820185675,0.0287620563188001,largedata/Dm/gene_CHH/chh_input/AC187843.3_FG006_chh.out
4,1,58,-2.21825118797488,11,0.0237043479818578,0.0736966578442384,largedata/Dm/gene_CHH/chh_input/AC187879.3_FG001_chh.out
8,1,385,-2.25635513430374,49,0.0241172958776697,0.0627797756980026,largedata/Dm/gene_CHH/chh_input/AC187910.5_FG002_chh.out
8,1,22,-2.17795175280993,9,0.0412343677890479,0.137191858472743,largedata/Dm/gene_CHH/chh_input/AC188001.3_FG009_chh.out
6,1,102,-1.69904930814545,2,0.00101766481151079,0.00584067680352609,largedata/Dm/gene_CHH/chh_input/AC188023.3_FG005_chh.out
6,1,14,-1.31150450757858,3,0.0282670189245628,0.063905914524347,largedata/Dm/gene_CHH/chh_input/AC188023.3_FG011_chh.out
10,1,58,-2.07764884529922,9,0.01999697525311,0.0581359462401235,largedata/Dm/gene_CHH/chh_input/AC188128.3_FG002_chh.out
5,1,30,-1.94330792342166,6,0.018565435065184,0.0596455202227239,largedata/Dm/gene_CHH/chh_input/AC188134.2_FG011_chh.out
6,1,36,-1.45700836174208,3,0.0104332089691543,0.0265638008569332,largedata/Dm/gene_CHH/chh_input/AC188296.3_FG004_chh.out
6,1,880,-2.57768491915137,44,0.0072773389371525,0.0247260295941187,largedata/Dm/gene_CHH/chh_input/AC188710.4_FG006_chh.out
7,1,15,-1.5623495986909,2,0.0104946998348456,0.0415542984347746,largedata/Dm/gene_CHH/chh_input/AC188718.3_FG011_chh.out
8,1,12,-1.20200229333075,3,0.0364497444678805,0.0745569002784048,largedata/Dm/gene_CHH/chh_input/AC188724.3_FG006_chh.out
9,1,90,-1.86229885529127,19,0.045770277032902,0.0978146185206283,largedata/Dm/gene_CHH/chh_input/AC188727.3_FG003_chh.out
10,1,11,-1.9907406781076,3,0.0142734487810524,0.0856558676558704,largedata/Dm/gene_CHH/chh_input/AC188735.3_FG001_chh.out
10,1,87,-2.08513382056039,11,0.0204905735341758,0.0552161186510449,largedata/Dm/gene_CHH/chh_input/AC188745.3_FG001_chh.out
4,1,317,-2.66697982919016,39,0.0139782735063248,0.0530661546075219,largedata/Dm/gene_CHH/chh_input/AC188752.3_FG008_chh.out
9,1,24,-2.02633714129635,4,0.0108565651979257,0.0510679411028841,largedata/Dm/gene_CHH/chh_input/AC188756.2_FG004_chh.out
6,1,100,-1.94295564571421,3,0.00155746993412143,0.00895236602060756,largedata/Dm/gene_CHH/chh_input/AC188838.3_FG005_chh.out
4,1,433,-2.66248596720393,79,0.0257645386307368,0.091642227321556,largedata/Dm/gene_CHH/chh_input/AC188964.3_FG002_chh.out
6,1,22,-1.94782502338153,15,0.130723750995546,0.303043656176843,largedata/Dm/gene_CHH/chh_input/AC188978.3_FG008_chh.out
3,1,131,-2.30126282102253,27,0.0337618863197171,0.0948815706459113,largedata/Dm/gene_CHH/chh_input/AC189060.4_FG007_chh.out
7,1,24,-1.30534132013719,1,0.00216385416766004,0.0124594387315601,largedata/Dm/gene_CHH/chh_input/AC189078.3_FG004_chh.out
4,1,259,-2.42920678911375,50,0.0307522741352713,0.091364189792903,largedata/Dm/gene_CHH/chh_input/AC189280.3_FG001_chh.out
