chr,start,end,Dm,segregation_site,theta_pi,theta_s,geneid
2,1,298,0.656789914345092,290,0.515146506342943,0.43834450508987,largedata/Dm/gene_CHG/chg_input/AC183412.5_FG005_chg.out
5,1,77,-0.0259022230578258,61,0.345139611652224,0.347590421325746,largedata/Dm/gene_CHG/chg_input/AC183413.3_FG006_chg.out
3,1,23,-1.57116259747702,10,0.0689205011410636,0.138012388318606,largedata/Dm/gene_CHG/chg_input/AC183509.1_FG001_chg.out
5,1,18,1.71980569063822,18,0.667185995306736,0.446404478017142,largedata/Dm/gene_CHG/chg_input/AC183817.2_FG002_chg.out
4,1,68,1.12800840656369,63,0.53781214886119,0.411573679658462,largedata/Dm/gene_CHG/chg_input/AC183888.4_FG006_chg.out
3,1,91,-0.074681970673005,77,0.357751537850872,0.365138470685161,largedata/Dm/gene_CHG/chg_input/AC183915.4_FG001_chg.out
5,1,89,-0.307011919444581,27,0.118250286825969,0.129416716878931,largedata/Dm/gene_CHG/chg_input/AC183932.3_FG007_chg.out
8,1,66,-1.96513549524966,4,0.00390042901045572,0.0174547414360845,largedata/Dm/gene_CHG/chg_input/AC183950.2_FG003_chg.out
8,1,120,-2.48222696905311,28,0.0192434148604594,0.0672007545289252,largedata/Dm/gene_CHG/chg_input/AC183950.2_FG004_chg.out
8,1,42,3.23528233158435,37,0.702765786598614,0.370594668300896,largedata/Dm/gene_CHG/chg_input/AC183950.2_FG005_chg.out
4,1,69,0.581409584966387,63,0.449302181866747,0.38790947282943,largedata/Dm/gene_CHG/chg_input/AC183968.2_FG001_chg.out
4,1,17,-1.02796934877151,1,0.00617697561857764,0.0176441853048336,largedata/Dm/gene_CHG/chg_input/AC184130.4_FG005_chg.out
4,1,60,-0.849626168925347,22,0.120052304767923,0.158280631604156,largedata/Dm/gene_CHG/chg_input/AC184130.4_FG012_chg.out
9,1,123,5.3989429738098,123,1.08656222007763,0.443333113256472,largedata/Dm/gene_CHG/chg_input/AC184133.3_FG001_chg.out
3,1,18,-0.0470171351957501,14,0.342445353917755,0.3472390116392,largedata/Dm/gene_CHG/chg_input/AC184164.2_FG004_chg.out
3,1,15,2.07714478592541,15,0.726771883045595,0.452697882871403,largedata/Dm/gene_CHG/chg_input/AC184164.2_FG006_chg.out
4,1,78,-0.400062539012994,20,0.108871745897403,0.122833092548004,largedata/Dm/gene_CHG/chg_input/AC184169.3_FG001_chg.out
3,1,62,-0.226066803882917,57,0.370393887474158,0.394741964514243,largedata/Dm/gene_CHG/chg_input/AC184699.3_FG005_chg.out
5,1,23,1.07960591560564,22,0.556482903371264,0.426002311591969,largedata/Dm/gene_CHG/chg_input/AC184788.2_FG001_chg.out
4,1,70,-2.08014110993594,5,0.00439185602274719,0.0200280498489399,largedata/Dm/gene_CHG/chg_input/AC184794.2_FG003_chg.out
1,1,61,-1.31712237393457,50,0.232209690443574,0.363049807519925,largedata/Dm/gene_CHG/chg_input/AC184871.2_FG009_chg.out
7,1,13,5.14839209493591,12,1.01161368032864,0.398256533558376,largedata/Dm/gene_CHG/chg_input/AC185108.3_FG010_chg.out
4,1,51,-2.54800544960518,9,0.00920292539273747,0.0541863610837383,largedata/Dm/gene_CHG/chg_input/AC185126.3_FG006_chg.out
5,1,38,0.517361271490152,34,0.444995651140262,0.389103200703768,largedata/Dm/gene_CHG/chg_input/AC185130.2_FG004_chg.out
5,1,60,-1.15463265051216,47,0.239176819712088,0.349902402800414,largedata/Dm/gene_CHG/chg_input/AC185130.2_FG005_chg.out
4,1,27,-1.71083995611274,23,0.209552963535978,0.404717507776991,largedata/Dm/gene_CHG/chg_input/AC185217.3_FG007_chg.out
4,1,476,-2.11667360906216,75,0.0355652951202231,0.0830058959530409,largedata/Dm/gene_CHG/chg_input/AC185226.4_FG001_chg.out
4,1,41,-1.70365815105255,2,0.00253380032784413,0.0146052098609867,largedata/Dm/gene_CHG/chg_input/AC185254.4_FG002_chg.out
4,1,60,-1.52181081171247,2,0.00259767547818422,0.00995288519489744,largedata/Dm/gene_CHG/chg_input/AC185300.4_FG002_chg.out
4,1,13,-1.46494185511826,3,0.0286487362498954,0.073561294680738,largedata/Dm/gene_CHG/chg_input/AC185305.3_FG003_chg.out
2,1,142,-2.29875114508629,8,0.00322135417944991,0.0150128545661509,largedata/Dm/gene_CHG/chg_input/AC185415.3_FG005_chg.out
4,1,14,-1.97757776390448,3,0.01118990218952,0.0663569675388335,largedata/Dm/gene_CHG/chg_input/AC185422.3_FG005_chg.out
4,1,43,-1.27962858906996,36,0.238137948610366,0.368774224699315,largedata/Dm/gene_CHG/chg_input/AC185443.3_FG004_chg.out
5,1,14,-1.30949986150403,1,0.00371262650850502,0.0214747904815923,largedata/Dm/gene_CHG/chg_input/AC185460.3_FG004_chg.out
4,1,40,-1.09666311511727,32,0.251702541238146,0.362038685593983,largedata/Dm/gene_CHG/chg_input/AC185466.3_FG001_chg.out
4,1,51,-1.00520358104671,46,0.297544110518636,0.4106965315942,largedata/Dm/gene_CHG/chg_input/AC185475.3_FG001_chg.out
4,1,19,-1.30685230264492,1,0.00273413609106671,0.0157691837571427,largedata/Dm/gene_CHG/chg_input/AC185501.3_FG001_chg.out
4,1,25,-1.30511376032213,1,0.00207720309792171,0.0119575225708909,largedata/Dm/gene_CHG/chg_input/AC185501.3_FG006_chg.out
4,1,18,2.88862182369204,18,0.812105441423055,0.443505450068157,largedata/Dm/gene_CHG/chg_input/AC185522.2_FG002_chg.out
1,1,11,0.340325330523765,11,0.504143410369032,0.457430806601564,largedata/Dm/gene_CHG/chg_input/AC185588.2_FG002_chg.out
4,1,86,-1.03525703739052,83,0.314392629029829,0.436526620163286,largedata/Dm/gene_CHG/chg_input/AC185623.4_FG012_chg.out
5,1,17,-0.0394580819586196,17,0.459147749000926,0.464424636777724,largedata/Dm/gene_CHG/chg_input/AC185628.3_FG010_chg.out
2,1,55,-1.70167311340509,2,0.00188817498769534,0.0108634860962963,largedata/Dm/gene_CHG/chg_input/AC185655.3_FG005_chg.out
7,1,38,4.39140642879667,38,0.98171871723477,0.443664449925905,largedata/Dm/gene_CHG/chg_input/AC186013.3_FG001_chg.out
4,1,77,-2.14767174662864,5,0.00404426323411584,0.019499141294502,largedata/Dm/gene_CHG/chg_input/AC186147.3_FG008_chg.out
1,1,20,2.12685080287277,18,0.625430851731803,0.38767560385991,largedata/Dm/gene_CHG/chg_input/AC186189.3_FG004_chg.out
2,1,12,0.210220949920471,11,0.412468424904789,0.387790851115486,largedata/Dm/gene_CHG/chg_input/AC186195.4_FG001_chg.out
1,1,27,-1.45849654878246,25,0.238365562653471,0.404760713948686,largedata/Dm/gene_CHG/chg_input/AC186233.3_FG007_chg.out
1,1,34,-1.07117945831149,29,0.258179919851485,0.368678777898084,largedata/Dm/gene_CHG/chg_input/AC186284.3_FG007_chg.out
4,1,114,-1.85159066576457,4,0.00271155347051466,0.010105376620891,largedata/Dm/gene_CHG/chg_input/AC186287.7_FG005_chg.out
4,1,55,1.47135421586176,55,0.629684343160256,0.449342939485897,largedata/Dm/gene_CHG/chg_input/AC186310.4_FG004_chg.out
1,1,23,-0.542914809553269,23,0.386866287063474,0.456950398987441,largedata/Dm/gene_CHG/chg_input/AC186322.4_FG003_chg.out
2,1,21,-0.902466752646295,21,0.350041658607221,0.470425421565473,largedata/Dm/gene_CHG/chg_input/AC186337.3_FG003_chg.out
8,1,15,0.100818565920358,13,0.39326836958328,0.381870130025189,largedata/Dm/gene_CHG/chg_input/AC186404.3_FG002_chg.out
8,1,438,0.0363235945480657,390,0.385012248124576,0.38132156009618,largedata/Dm/gene_CHG/chg_input/AC186431.5_FG001_chg.out
6,1,14,-0.409261306385388,12,0.341940770671568,0.389352560469906,largedata/Dm/gene_CHG/chg_input/AC186433.4_FG001_chg.out
7,1,86,-1.876407992595,56,0.153859478952233,0.314414941405505,largedata/Dm/gene_CHG/chg_input/AC186493.4_FG002_chg.out
5,1,20,-1.33901567218988,17,0.224347267760669,0.366470943341097,largedata/Dm/gene_CHG/chg_input/AC186500.3_FG001_chg.out
1,1,42,-0.711407727031515,41,0.351385202206154,0.436965053256564,largedata/Dm/gene_CHG/chg_input/AC186524.3_FG005_chg.out
8,1,59,-2.24420424664349,5,0.00440654409547458,0.0255422119507278,largedata/Dm/gene_CHG/chg_input/AC186579.3_FG007_chg.out
6,1,16,2.12023090683314,16,0.724807053519154,0.44876836445135,largedata/Dm/gene_CHG/chg_input/AC186583.3_FG004_chg.out
6,1,13,-1.08193331707367,12,0.274866579350278,0.406003083341944,largedata/Dm/gene_CHG/chg_input/AC186585.4_FG002_chg.out
1,1,27,-1.30471056922996,1,0.00192317722657544,0.0110659768601108,largedata/Dm/gene_CHG/chg_input/AC186603.6_FG003_chg.out
3,1,147,-1.60672195445041,108,0.202867456844861,0.357157277964391,largedata/Dm/gene_CHG/chg_input/AC186669.3_FG002_chg.out
1,1,26,0.193116402457405,25,0.444670613230515,0.421719776770902,largedata/Dm/gene_CHG/chg_input/AC186684.4_FG001_chg.out
7,1,21,1.52995009634969,20,0.612511831257607,0.426358374579614,largedata/Dm/gene_CHG/chg_input/AC186781.4_FG006_chg.out
7,1,93,-0.217688282155094,83,0.35709289277171,0.379441825102167,largedata/Dm/gene_CHG/chg_input/AC186782.4_FG003_chg.out
7,1,97,2.88278806341507,96,0.782013205443548,0.439974895560015,largedata/Dm/gene_CHG/chg_input/AC186785.4_FG002_chg.out
8,1,210,-1.03087223862879,144,0.228851005046341,0.31627189608845,largedata/Dm/gene_CHG/chg_input/AC186815.3_FG003_chg.out
2,1,16,-0.342516337647795,15,0.388609065235418,0.431638977635538,largedata/Dm/gene_CHG/chg_input/AC186904.4_FG007_chg.out
7,1,65,-2.38347998344139,40,0.0865019995833495,0.253533682401844,largedata/Dm/gene_CHG/chg_input/AC187072.4_FG002_chg.out
6,1,25,-0.821568047813599,19,0.254556444622702,0.333036784260854,largedata/Dm/gene_CHG/chg_input/AC187080.3_FG006_chg.out
6,1,48,-1.7549112629833,40,0.198358212100685,0.383720274177443,largedata/Dm/gene_CHG/chg_input/AC187080.3_FG007_chg.out
8,1,65,-0.619454996893622,51,0.283155413138376,0.340942468028063,largedata/Dm/gene_CHG/chg_input/AC187086.3_FG004_chg.out
8,1,26,-0.827236839930204,25,0.330655165611983,0.431010806049527,largedata/Dm/gene_CHG/chg_input/AC187096.5_FG001_chg.out
7,1,108,-2.33520304814441,6,0.00288627327964902,0.0166540582168525,largedata/Dm/gene_CHG/chg_input/AC187098.4_FG011_chg.out
8,1,14,-1.30949986150403,1,0.00371262650850502,0.0214747904815923,largedata/Dm/gene_CHG/chg_input/AC187157.4_FG001_chg.out
8,1,74,-1.93218904043554,9,0.0179430390328411,0.0459348626213498,largedata/Dm/gene_CHG/chg_input/AC187157.4_FG002_chg.out
8,1,33,-2.0171079579692,4,0.00788122562040012,0.03679296508373,largedata/Dm/gene_CHG/chg_input/AC187157.4_FG005_chg.out
2,1,44,2.6811579754783,11,0.190770333736651,0.105278861963468,largedata/Dm/gene_CHG/chg_input/AC187212.3_FG011_chg.out
8,1,20,-1.71223310456289,2,0.00520211503991446,0.0302278982528765,largedata/Dm/gene_CHG/chg_input/AC187243.3_FG005_chg.out
6,1,18,3.87480620575647,18,0.941757500792991,0.445381332493014,largedata/Dm/gene_CHG/chg_input/AC187279.3_FG004_chg.out
8,1,29,0.898576074486044,29,0.574179288823884,0.459093570020309,largedata/Dm/gene_CHG/chg_input/AC187393.3_FG001_chg.out
10,1,16,3.69067300773808,15,0.853238031463838,0.410438199774999,largedata/Dm/gene_CHG/chg_input/AC187404.3_FG003_chg.out
8,1,12,-1.23479096914434,10,0.209260543147812,0.33760744237457,largedata/Dm/gene_CHG/chg_input/AC187485.3_FG001_chg.out
8,1,70,-1.40561597724256,5,0.0110258991101542,0.0226070797386992,largedata/Dm/gene_CHG/chg_input/AC187551.3_FG002_chg.out
6,1,12,-1.66579860249845,8,0.114705561114529,0.247408773691762,largedata/Dm/gene_CHG/chg_input/AC187567.4_FG004_chg.out
6,1,40,-2.24687947930272,29,0.130891531697225,0.349420744807625,largedata/Dm/gene_CHG/chg_input/AC187802.3_FG008_chg.out
9,1,26,-1.34917501885897,22,0.226949450793006,0.368031910626263,largedata/Dm/gene_CHG/chg_input/AC187809.3_FG005_chg.out
8,1,12,-2.2858061645837,11,0.122422227576363,0.3954121900248,largedata/Dm/gene_CHG/chg_input/AC187826.3_FG007_chg.out
10,1,14,-2.15766679006181,6,0.0386899250255142,0.149033829088352,largedata/Dm/gene_CHG/chg_input/AC187843.3_FG006_chg.out
4,1,40,-0.0810390203219257,39,0.428177266778684,0.437964781823408,largedata/Dm/gene_CHG/chg_input/AC187879.3_FG001_chg.out
8,1,88,-1.4215858572252,76,0.237858729037347,0.386703998178404,largedata/Dm/gene_CHG/chg_input/AC187910.5_FG002_chg.out
4,1,15,-0.745703488162157,1,0.0105899218337826,0.0200254986419408,largedata/Dm/gene_CHG/chg_input/AC188003.3_FG012_chg.out
6,1,24,-1.95962908583991,3,0.00650769802381432,0.0379715380515403,largedata/Dm/gene_CHG/chg_input/AC188023.3_FG005_chg.out
10,1,17,-0.290456285519249,11,0.244927638457987,0.268596073306083,largedata/Dm/gene_CHG/chg_input/AC188128.3_FG002_chg.out
6,1,15,-1.75515256163532,4,0.0235345611282211,0.0768008623187716,largedata/Dm/gene_CHG/chg_input/AC188296.3_FG004_chg.out
6,1,295,-0.711859528005469,116,0.141338678601325,0.174803064255168,largedata/Dm/gene_CHG/chg_input/AC188710.4_FG006_chg.out
9,1,30,-0.645475692745091,28,0.325771428601817,0.397797069405543,largedata/Dm/gene_CHG/chg_input/AC188727.3_FG003_chg.out
10,1,22,1.32656079017085,19,0.499462289164315,0.361461600868329,largedata/Dm/gene_CHG/chg_input/AC188745.3_FG001_chg.out
4,1,115,3.43296238081187,115,0.853286929906772,0.443644269778182,largedata/Dm/gene_CHG/chg_input/AC188752.3_FG008_chg.out
6,1,57,-1.96513549524966,4,0.00451628622263294,0.020210753241782,largedata/Dm/gene_CHG/chg_input/AC188838.3_FG005_chg.out
4,1,82,2.13908450911492,82,0.704861599463964,0.446576898671515,largedata/Dm/gene_CHG/chg_input/AC188964.3_FG002_chg.out
3,1,18,0.110096958900944,15,0.352665769073377,0.341606185718011,largedata/Dm/gene_CHG/chg_input/AC189060.4_FG007_chg.out
7,1,18,-1.5623495986909,2,0.00874558319570465,0.0346285820289789,largedata/Dm/gene_CHG/chg_input/AC189078.3_FG004_chg.out
4,1,37,-0.79480213564723,33,0.311674312277715,0.399924880761744,largedata/Dm/gene_CHG/chg_input/AC189280.3_FG001_chg.out
7,1,50,-1.85437499827907,6,0.0108900228919632,0.0329526820700069,largedata/Dm/gene_CHG/chg_input/AC189750.4_FG004_chg.out
9,1,160,2.28401601455757,148,0.633571090657776,0.392844519549319,largedata/Dm/gene_CHG/chg_input/AC189770.3_FG002_chg.out
5,1,21,-2.32446881979554,14,0.0780744764291854,0.254367230279848,largedata/Dm/gene_CHG/chg_input/AC189771.3_FG001_chg.out
10,1,23,5.78409223838139,23,1.16900685941473,0.443315432413652,largedata/Dm/gene_CHG/chg_input/AC189795.3_FG001_chg.out
10,1,61,-1.00272618580256,54,0.290610141093145,0.400074008080878,largedata/Dm/gene_CHG/chg_input/AC189796.3_FG004_chg.out
9,1,262,-2.51069322893034,12,0.00319507378391652,0.0144961427332117,largedata/Dm/gene_CHG/chg_input/AC189879.3_FG003_chg.out
8,1,25,-0.439468545504787,24,0.383223134716162,0.437402120676571,largedata/Dm/gene_CHG/chg_input/AC190225.2_FG001_chg.out
2,1,58,-1.80649509558385,3,0.00357630421687059,0.0154255655748424,largedata/Dm/gene_CHG/chg_input/AC190480.1_FG007_chg.out
1,1,11,2.47203358416661,11,0.781801131150211,0.448437566440418,largedata/Dm/gene_CHG/chg_input/AC190496.1_FG002_chg.out
3,1,46,-1.20813094908933,44,0.280446719511001,0.419837285516982,largedata/Dm/gene_CHG/chg_input/AC190572.4_FG001_chg.out
4,1,114,-2.35868841324207,9,0.00495489839146115,0.0224152090481685,largedata/Dm/gene_CHG/chg_input/AC190609.3_FG001_chg.out
4,1,85,-2.11352918993423,4,0.00244425309190002,0.0140853821070636,largedata/Dm/gene_CHG/chg_input/AC190609.3_FG002_chg.out
4,1,58,-1.94657165686868,3,0.00268692644930512,0.0154947639631112,largedata/Dm/gene_CHG/chg_input/AC190609.3_FG003_chg.out
4,1,119,-2.26357121536229,15,0.0160771816831658,0.0486406110001743,largedata/Dm/gene_CHG/chg_input/AC190609.3_FG004_chg.out
2,1,52,4.51480877713073,52,0.993949481826464,0.444965966442416,largedata/Dm/gene_CHG/chg_input/AC190613.3_FG001_chg.out
5,1,49,-0.16060545261138,46,0.399154656163963,0.417548802041183,largedata/Dm/gene_CHG/chg_input/AC190614.3_FG004_chg.out
3,1,175,-1.94086665457221,3,0.000889670345739986,0.00510425612063048,largedata/Dm/gene_CHG/chg_input/AC190623.3_FG002_chg.out
4,1,376,-1.78299035363976,70,0.0472828487803896,0.0913974584984915,largedata/Dm/gene_CHG/chg_input/AC190628.4_FG007_chg.out
10,1,137,-1.05564720032675,119,0.282465908175208,0.394353538742046,largedata/Dm/gene_CHG/chg_input/AC190630.2_FG001_chg.out
4,1,15,-0.721287901489419,13,0.281578307896335,0.358653201873045,largedata/Dm/gene_CHG/chg_input/AC190632.2_FG004_chg.out
5,1,39,-1.91284281477697,6,0.0130697368080056,0.0422470282948806,largedata/Dm/gene_CHG/chg_input/AC190636.3_FG005_chg.out
3,1,35,-1.13009365974066,34,0.305581186098852,0.444858782670231,largedata/Dm/gene_CHG/chg_input/AC190652.3_FG001_chg.out
8,1,100,-0.00613024953259581,20,0.0923310338361966,0.0924924924217785,largedata/Dm/gene_CHG/chg_input/AC190688.3_FG006_chg.out
3,1,201,-1.36782359288893,167,0.232811114891642,0.36742792470183,largedata/Dm/gene_CHG/chg_input/AC190701.3_FG001_chg.out
5,1,27,-0.838674445725223,24,0.313240847221726,0.410116517609388,largedata/Dm/gene_CHG/chg_input/AC190716.3_FG001_chg.out
1,1,29,2.38899771526835,28,0.72287578369056,0.433285182408215,largedata/Dm/gene_CHG/chg_input/AC190740.2_FG004_chg.out
9,1,31,2.18937270317739,31,0.717355844122068,0.445639177869277,largedata/Dm/gene_CHG/chg_input/AC190743.3_FG012_chg.out
2,1,60,-2.07279821568983,15,0.0444053649315626,0.112294153478782,largedata/Dm/gene_CHG/chg_input/AC190750.2_FG014_chg.out
9,1,91,-1.59108906853398,81,0.230128297531249,0.403854442846613,largedata/Dm/gene_CHG/chg_input/AC190757.3_FG001_chg.out
1,1,16,1.29499071102886,16,0.611799679763299,0.444629267703516,largedata/Dm/gene_CHG/chg_input/AC190763.3_FG002_chg.out
4,1,12,2.33165175641234,11,0.68771900698733,0.403936435262877,largedata/Dm/gene_CHG/chg_input/AC190772.4_FG011_chg.out
2,1,84,-2.00622348294045,27,0.065518743272911,0.149353303833032,largedata/Dm/gene_CHG/chg_input/AC190788.2_FG005_chg.out
10,1,27,-0.280354160506417,21,0.318435509783285,0.3460429317672,largedata/Dm/gene_CHG/chg_input/AC190789.3_FG005_chg.out
2,1,40,-2.28238490082682,27,0.131698512377307,0.360241462558528,largedata/Dm/gene_CHG/chg_input/AC190807.2_FG001_chg.out
8,1,22,-0.651840048033017,20,0.339896898581157,0.417412470956674,largedata/Dm/gene_CHG/chg_input/AC190812.3_FG006_chg.out
4,1,32,0.433609389999049,31,0.473844785814337,0.422745469790625,largedata/Dm/gene_CHG/chg_input/AC190816.3_FG007_chg.out
4,1,11,0.147119241716003,10,0.411573393000937,0.393882192295975,largedata/Dm/gene_CHG/chg_input/AC190832.2_FG003_chg.out
